wht_profile_tin_active,wht_profile_years_on_register,wht_profile_is_profile_complete,wht_profile_director_tin_coverage_ratio,wht_profile_has_all_director_tins,wht_vat_is_vat_registered,wht_vat_efris_usage_ratio,wht_vat_efris_fully_compliant,wht_wht_is_wht_registered,wht_wht_is_designated_agent,wht_wht_filing_compliance_ratio,wht_wht_avg_payment_delay_days,wht_wht_supplier_tin_coverage_ratio,wht_wht_missing_supplier_tins_count,wht_profile_overall_filing_compliance_ratio,wht_profile_late_returns_last_12m,wht_profile_max_days_late_return,wht_pay_tax_payment_compliance_ratio_12m,wht_pay_domestic_tax_paid_12m,wht_pay_is_small_taxpayer,wht_pay_meets_minimum_payment_threshold,wht_penalty_underestimation_flag_5y,wht_penalty_underestimation_count_5y,wht_penalty_underestimation_amount_5y,wht_enforce_has_outstanding_liability,wht_enforce_on_installment_plan_flag,wht_enforce_enforcement_actions_count_5y,wht_enforce_recent_enforcement_flag,wht_investig_investigation_flag,wht_investig_investigation_count,wht_investig_last_investigation_recency_days,wht_profit_years_of_consecutive_loss,wht_profit_loss_to_turnover_ratio,wht_composite_overall_compliance_score,wht_composite_enforcement_risk_score,wht_composite_transparency_score,wht_composite_stability_score,wht_rule_any_fatal_legal_failure,label_safe_to_exempt
True,14,True,0.986,False,False,0.0,False,True,True,0.809,8.2,0.76,6,0.822,1,20,0.86,31633789.0,True,False,True,2,15551720.0,True,False,0,False,False,0,0,1,0.073,80.1,50.0,78.5,88.3,False,1
True,17,True,0.968,False,True,0.968,True,True,False,0.922,6.6,0.725,4,0.64,1,32,0.795,5469126.0,True,False,True,2,4417532.0,False,False,1,False,False,0,0,2,0.245,67.4,53.0,80.1,77.1,False,1
True,4,True,0.748,False,False,0.0,False,False,False,0.644,12.7,0.791,5,0.78,0,0,0.922,74135852.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.243,82.2,0.0,71.8,61.5,False,1
True,1,True,0.741,True,True,0.868,False,True,True,0.816,8.3,0.847,0,0.775,1,25,0.915,62657609.0,True,True,False,0,0.0,False,False,0,False,False,0,0,1,0.032,80.0,0.0,84.0,54.5,False,0
True,4,True,0.768,False,True,0.69,False,True,False,0.95,15.1,0.511,2,1.0,0,0,0.766,62319388.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.031,86.9,0.0,74.9,62.5,False,0
True,3,True,0.857,False,True,0.873,False,True,False,0.912,4.5,0.941,0,0.986,0,0,0.863,35843867.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.18,92.3,0.0,93.6,57.9,False,1
True,14,True,0.876,True,False,0.105,False,True,False,0.52,24.1,0.845,2,0.875,1,44,0.815,112670927.0,False,True,True,3,40250836.0,False,False,0,False,False,0,0,0,0.0,78.3,25.0,82.5,96.3,False,0
True,5,True,0.632,True,True,0.729,False,True,False,0.72,9.1,0.805,1,0.94,2,38,0.915,3890194.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.291,86.3,0.0,76.2,55.4,False,0
True,11,True,0.907,False,True,0.989,True,True,True,0.937,5.8,0.92,1,0.95,0,0,0.909,66774831.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.22,92.2,0.0,92.4,85.9,False,0
True,18,False,0.714,False,True,0.867,False,True,False,0.741,13.2,0.83,1,0.665,3,10,0.676,14906347.0,False,True,False,0,0.0,True,True,0,False,False,0,0,0,0.0,57.3,15.0,60.1,92.9,True,0
True,3,True,0.831,False,True,0.935,False,True,True,0.944,6.2,0.688,6,0.921,0,0,0.796,85452796.0,True,True,False,0,0.0,False,False,1,True,False,0,0,0,0.0,85.4,28.0,76.6,67.8,False,1
True,9,False,0.673,False,False,0.0,False,False,False,0.563,15.2,0.838,2,0.858,1,9,0.796,30970503.0,True,False,False,0,0.0,True,True,0,False,False,0,0,2,0.354,78.0,15.0,37.7,73.3,True,0
True,3,True,0.94,False,False,0.0,False,True,False,0.711,37.4,0.795,3,0.76,3,36,0.829,33435506.0,True,False,True,2,6982488.0,False,False,0,False,False,0,0,2,0.244,65.4,25.0,82.3,52.2,False,0
True,18,True,0.797,False,True,0.684,False,True,False,0.902,6.8,0.845,3,0.933,0,0,0.764,23007424.0,True,False,False,0,0.0,True,False,0,False,False,0,0,3,0.18,84.6,25.0,74.0,77.1,False,0
True,2,True,0.889,False,False,0.0,False,True,False,0.855,8.5,0.625,6,0.82,2,41,0.786,100270164.0,False,True,False,0,0.0,False,False,2,False,False,0,0,2,0.155,74.0,36.0,74.8,52.2,False,0
True,19,True,0.89,False,False,0.11,False,False,False,0.638,17.2,0.945,0,0.951,0,0,0.734,28883475.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,82.5,0.0,87.2,94.0,False,1
True,7,True,0.804,False,False,0.044,False,False,False,0.558,20.2,0.85,1,1.0,0,0,0.861,40514869.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.315,90.4,0.0,83.0,70.7,False,1
True,17,True,0.876,False,False,0.004,False,True,False,0.69,14.0,0.746,2,0.932,0,0,0.901,9161206.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.065,89.5,0.0,82.0,82.5,False,1
True,15,True,0.93,False,True,0.876,False,True,False,0.697,9.4,0.829,3,0.928,1,4,0.891,119850350.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.071,87.1,0.0,90.4,86.6,False,0
False,5,True,0.822,False,True,0.894,False,True,True,0.88,13.3,0.825,3,0.884,0,0,0.523,24429067.0,True,False,False,0,0.0,False,False,1,False,False,0,0,2,0.144,70.0,28.0,82.4,62.1,True,0
True,11,True,0.722,True,False,0.0,False,False,False,0.601,18.4,0.941,0,0.893,0,0,0.817,54476867.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,82.9,0.0,86.0,95.1,False,1
True,12,True,0.801,False,False,0.0,False,True,False,0.847,10.3,0.911,2,0.916,1,21,0.717,16064485.0,True,False,True,3,13745996.0,False,False,0,False,False,0,0,3,0.353,78.4,25.0,84.8,72.2,False,1
True,5,True,0.673,False,False,0.0,False,False,False,0.478,12.8,0.751,0,0.822,1,5,0.719,5776199.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.123,72.9,0.0,78.6,64.2,False,1
True,14,True,0.854,False,True,0.831,False,False,False,0.654,8.5,0.899,0,0.96,0,0,0.822,138604877.0,False,True,False,0,0.0,False,False,1,True,False,0,0,0,0.0,88.4,28.0,85.1,96.7,False,1
True,1,True,0.887,False,False,0.014,False,False,False,0.661,16.3,0.704,4,0.874,1,41,0.754,10692073.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.187,76.8,0.0,75.7,43.7,False,1
True,8,True,0.763,False,True,0.803,False,True,False,0.829,11.2,0.741,1,0.854,2,42,0.775,20590639.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.281,75.0,0.0,82.7,70.4,False,0
True,16,True,0.763,False,False,0.038,False,True,True,0.888,9.8,0.755,4,0.871,0,0,0.777,27079125.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.274,81.3,0.0,72.1,75.1,False,1
True,17,True,0.932,False,False,0.0,False,True,False,0.695,17.3,0.929,2,0.954,0,0,0.681,14963022.0,True,False,True,3,5991434.0,False,False,0,False,False,0,0,3,0.162,80.2,25.0,86.4,76.9,False,0
True,12,True,0.877,False,False,0.0,False,False,False,0.418,16.5,0.885,1,0.901,0,0,0.648,5291235.0,True,False,False,0,0.0,True,False,0,False,False,0,0,3,0.268,76.0,25.0,86.0,72.5,False,0
True,14,False,0.907,False,True,0.879,False,True,False,0.911,6.9,0.848,2,0.497,1,38,0.554,8265955.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.128,48.6,0.0,62.9,84.7,True,0
True,4,True,0.902,False,True,0.955,True,True,True,0.838,7.6,0.598,7,0.747,1,7,0.928,76259465.0,False,True,False,0,0.0,False,False,1,True,False,0,0,0,0.0,79.1,28.0,72.6,71.7,False,0
True,18,False,0.812,False,True,1.0,True,True,False,0.609,21.8,0.65,5,0.807,1,35,0.779,26638171.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.195,73.3,0.0,46.5,85.0,True,0
True,2,True,0.957,False,False,0.009,False,True,False,0.773,10.0,0.712,5,0.789,0,0,0.85,51289173.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.106,80.0,0.0,82.1,56.3,False,1
True,7,True,0.628,False,False,0.048,False,True,False,0.794,7.1,0.739,3,0.847,0,0,0.665,36147767.0,True,False,False,0,0.0,False,False,3,True,False,0,0,0,0.0,75.3,44.0,73.7,82.4,False,0
True,10,True,0.815,False,False,0.0,False,True,False,0.957,4.7,0.803,2,0.924,0,0,0.707,5008238.0,True,False,False,0,0.0,False,False,1,True,False,0,0,3,0.046,81.9,28.0,78.7,77.9,False,1
True,13,True,0.986,False,False,0.021,False,True,False,0.748,11.9,0.67,5,0.975,0,0,0.824,22629012.0,True,False,False,0,0.0,True,False,0,False,False,0,0,1,0.271,88.7,25.0,72.7,82.8,False,0
False,10,False,0.915,False,True,0.791,False,True,False,0.89,4.7,0.739,4,0.636,3,2,0.403,1813865.0,True,False,True,3,27457938.0,True,True,4,True,False,0,0,0,0.0,44.9,92.0,59.4,89.3,True,0
True,17,True,0.887,True,True,0.992,True,True,False,0.898,9.9,0.819,2,1.0,0,0,0.927,75312731.0,True,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,95.1,0.0,89.4,95.6,False,1
True,7,True,0.837,False,True,0.845,False,False,False,0.654,9.4,0.758,1,0.691,1,12,0.836,9529844.0,True,False,False,0,0.0,True,True,0,False,False,0,0,0,0.0,71.6,15.0,76.2,80.1,False,1
True,10,True,0.769,False,False,0.0,False,True,False,0.585,30.8,0.941,0,0.988,0,0,0.833,41958781.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.157,86.7,0.0,80.5,86.7,False,1
True,5,True,0.903,False,True,0.888,False,False,False,0.42,17.7,0.673,8,0.719,3,19,0.961,56963301.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.385,72.4,0.0,78.8,53.5,False,1
True,14,False,0.939,False,True,0.682,False,True,False,0.719,17.3,0.835,2,0.819,1,19,0.692,236657135.0,False,True,False,0,0.0,False,False,3,False,False,0,0,2,0.29,70.8,44.0,56.4,82.3,True,0
True,14,True,0.778,False,True,0.968,True,True,False,0.932,3.7,0.808,1,0.864,1,21,0.897,215719795.0,False,True,False,0,0.0,False,False,1,False,False,0,0,0,0.0,84.8,28.0,79.8,97.4,False,1
True,9,True,0.852,False,True,0.856,False,True,False,0.97,8.1,0.869,0,0.954,0,0,0.93,96095361.0,True,True,False,0,0.0,False,False,0,False,False,0,0,2,0.039,93.0,0.0,84.9,83.1,False,1
True,4,False,0.954,False,True,0.821,False,False,False,0.726,9.9,0.775,2,0.564,2,24,0.572,15206839.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.244,50.1,0.0,64.8,50.8,True,0
True,6,True,0.743,False,False,0.011,False,True,True,0.843,8.3,0.783,1,0.842,0,0,0.785,20486072.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.076,80.2,0.0,74.0,71.5,False,0
True,6,True,0.432,False,True,0.777,False,False,False,0.387,14.9,0.853,1,0.954,1,1,0.873,17409524.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.286,86.8,0.0,70.5,66.0,False,0
True,13,True,0.991,False,True,0.826,False,True,True,0.702,8.9,0.949,1,0.833,5,11,0.875,120269947.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.071,71.2,0.0,88.7,82.6,False,0
True,6,True,0.935,True,False,0.0,False,True,False,0.86,18.3,0.737,2,0.952,0,0,0.766,54993097.0,True,True,False,0,0.0,False,False,0,False,False,0,0,1,0.315,83.7,0.0,71.3,67.2,False,0
True,19,True,0.848,False,True,0.929,False,False,False,0.655,18.3,0.934,1,0.845,2,10,0.813,40911146.0,True,False,False,0,0.0,False,False,1,False,False,0,0,2,0.303,75.0,28.0,85.1,79.0,False,0
True,18,True,0.868,False,False,0.0,False,True,False,0.73,16.7,0.737,5,0.819,3,2,0.764,10005293.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.338,69.1,0.0,78.9,71.8,False,1
True,18,True,0.78,False,True,0.981,True,True,False,1.0,1.7,0.868,3,0.83,1,44,0.756,141438154.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.488,76.9,0.0,84.4,76.5,False,0
True,8,True,0.791,False,True,0.963,True,True,False,0.854,11.9,0.743,1,0.922,0,0,0.907,46006133.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.091,89.6,0.0,81.0,76.5,False,1
True,1,False,0.919,False,False,0.0,False,True,False,0.813,16.4,0.82,4,0.818,1,3,0.551,5358202.0,True,False,False,0,0.0,False,False,1,True,False,0,0,3,0.009,64.5,28.0,58.1,43.0,True,0
True,19,True,0.872,False,True,0.915,False,True,False,0.826,8.0,0.823,1,0.925,0,0,0.907,57256003.0,True,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,90.3,0.0,86.3,95.2,False,1
True,17,True,0.955,False,True,0.947,False,True,False,0.888,8.8,0.921,0,0.919,0,0,0.815,37957186.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.197,85.7,0.0,92.1,77.5,False,1
True,11,True,0.808,False,True,0.879,False,True,False,0.909,7.2,0.509,8,0.626,4,34,0.6,130053746.0,False,True,False,0,0.0,False,False,2,True,False,0,0,3,0.033,50.3,36.0,73.6,83.7,False,0
True,3,True,0.89,False,True,0.784,False,True,True,0.419,12.7,0.84,5,0.884,0,0,0.639,80522870.0,False,True,False,0,0.0,False,False,2,True,False,0,0,1,0.096,75.3,36.0,75.8,61.3,False,1
True,16,True,0.827,False,True,0.793,False,True,False,1.0,11.0,0.934,0,1.0,0,0,0.928,186985743.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.176,94.9,0.0,86.8,84.8,False,1
True,2,True,0.874,False,False,0.006,False,False,False,0.631,16.4,0.885,4,0.969,1,10,0.856,9521292.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.041,86.6,0.0,83.0,47.1,False,0
True,8,True,0.972,True,True,0.937,False,False,False,0.535,22.0,0.723,6,0.882,0,0,0.98,254339860.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.096,88.9,0.0,81.3,75.3,False,1
True,1,True,0.847,True,True,0.888,False,True,False,0.809,12.8,0.958,0,0.934,0,0,0.699,8431575.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,80.7,0.0,94.2,55.9,False,0
True,16,True,0.933,False,True,0.918,False,True,False,0.637,14.5,0.813,3,0.805,0,0,0.833,45824710.0,True,False,False,0,0.0,False,False,1,True,False,0,0,1,0.131,79.3,28.0,85.7,87.5,False,0
True,18,True,0.941,True,True,0.648,False,True,False,1.0,7.9,0.91,0,0.899,0,0,0.903,113160365.0,True,True,False,0,0.0,False,False,0,False,False,0,0,2,0.107,88.8,0.0,89.2,85.7,False,0
True,1,True,0.899,False,True,0.973,True,True,False,0.797,12.1,0.917,3,0.889,1,15,0.778,106220862.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,79.4,0.0,85.6,60.2,False,1
True,14,False,0.886,True,True,0.85,False,True,True,0.78,17.0,0.887,3,0.879,0,0,0.785,12192540.0,True,False,False,0,0.0,True,True,1,False,False,0,0,1,0.075,80.8,43.0,62.6,86.7,True,0
True,17,True,0.546,False,True,0.906,False,True,False,0.424,18.7,0.919,3,0.914,2,38,0.728,14246442.0,True,False,False,0,0.0,True,True,0,False,False,0,0,2,0.204,74.9,15.0,78.8,79.7,False,0
True,13,True,0.944,True,True,0.995,True,True,False,0.493,14.5,0.943,2,0.958,1,34,0.902,30749157.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.29,88.4,0.0,88.0,78.9,False,0
True,1,True,0.806,False,True,0.921,False,True,True,0.897,2.3,0.837,3,0.571,2,26,0.749,21280677.0,True,False,False,0,0.0,False,False,1,False,False,0,0,2,0.223,59.7,28.0,83.8,43.9,False,0
True,10,True,0.858,False,True,1.0,True,True,False,0.918,15.2,0.707,4,0.742,2,28,0.875,9918023.0,True,False,True,1,5156834.0,False,False,0,False,False,0,0,1,0.04,72.7,25.0,71.9,87.2,False,1
True,19,True,0.791,False,True,0.947,False,True,False,0.899,13.1,0.926,1,0.95,0,0,0.868,73151137.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.221,89.2,0.0,77.3,78.0,False,1
True,18,True,0.706,True,False,0.0,False,True,False,0.842,24.1,0.887,0,0.866,1,17,0.857,17609249.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.346,79.7,0.0,83.0,80.5,False,1
True,19,True,0.89,False,False,0.046,False,False,False,0.304,16.5,0.701,2,0.98,0,0,0.791,54134194.0,True,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,86.8,0.0,68.6,95.1,False,1
True,6,True,0.976,False,False,0.0,False,False,False,0.653,8.8,0.838,4,0.868,0,0,0.757,30100376.0,True,False,False,0,0.0,True,True,0,False,False,0,0,0,0.0,80.3,15.0,81.6,78.1,False,1
True,17,True,0.918,False,True,0.827,False,True,False,0.625,20.9,0.858,1,0.912,1,43,0.772,54272886.0,True,True,False,0,0.0,False,False,0,False,False,0,0,1,0.098,78.9,0.0,88.1,88.6,False,1
True,14,True,0.751,False,True,0.92,False,True,False,0.719,15.7,0.748,2,1.0,0,0,0.9,56486516.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.317,92.9,0.0,83.4,75.2,False,1
True,2,True,0.72,False,True,1.0,True,True,True,0.891,8.7,0.818,2,0.982,0,0,0.969,113592437.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.38,96.2,0.0,85.3,42.8,False,1
True,8,True,0.766,False,True,0.91,False,True,True,0.776,12.2,0.496,5,0.693,1,22,0.788,7054358.0,True,False,True,1,3143239.0,False,False,1,False,False,0,0,0,0.0,69.1,53.0,67.5,83.6,False,0
True,6,True,0.884,False,True,0.743,False,False,False,0.645,10.1,0.716,5,0.699,1,42,0.72,7648622.0,True,False,False,0,0.0,False,False,2,True,False,0,0,1,0.094,66.7,36.0,83.6,69.4,False,0
True,5,True,0.962,False,False,0.0,False,True,False,0.647,14.9,0.791,0,0.73,0,0,0.817,63245396.0,True,True,False,0,0.0,False,False,1,True,False,0,0,2,0.117,74.4,28.0,89.6,64.4,False,0
True,5,True,0.772,True,True,0.822,False,True,False,0.909,10.5,0.851,2,0.735,2,31,0.879,6788949.0,True,False,False,0,0.0,False,False,1,True,False,0,0,3,0.035,73.2,28.0,78.7,58.7,False,0
True,15,True,0.938,False,True,0.846,False,True,False,0.814,4.8,0.921,1,0.96,0,0,0.915,23652352.0,True,False,False,0,0.0,False,False,0,False,False,0,0,2,0.37,93.2,0.0,89.6,76.4,False,1
True,18,False,0.866,False,False,0.002,False,False,False,0.581,17.5,0.856,2,0.623,0,0,0.634,30611983.0,False,True,False,0,0.0,True,False,0,False,False,0,0,0,0.0,59.9,25.0,56.8,94.1,True,0
True,19,True,0.942,False,True,0.669,False,False,False,0.513,13.7,0.62,8,0.959,1,36,0.806,5385356.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,84.3,0.0,75.7,91.2,False,1
True,15,True,0.691,True,True,0.868,False,False,False,0.534,18.2,0.918,0,1.0,0,0,0.758,11665877.0,True,False,False,0,0.0,True,False,0,False,False,0,0,1,0.188,86.1,25.0,83.7,83.8,False,1
True,19,True,0.849,False,False,0.0,False,True,False,0.845,6.0,0.733,6,0.855,1,22,0.717,124643053.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.212,75.8,0.0,69.2,83.2,False,1
True,2,True,0.959,False,True,0.839,False,True,False,0.7,10.0,0.9,1,1.0,0,0,0.99,63377814.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.076,97.9,0.0,88.7,53.5,False,1
True,1,True,0.771,True,False,0.0,False,False,False,0.64,13.7,0.743,4,0.552,4,39,0.873,33292306.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,57.4,0.0,69.9,58.3,False,0
True,17,True,0.874,False,True,0.759,False,True,False,1.0,2.2,0.864,0,0.863,1,1,0.654,2027959.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.038,74.0,0.0,90.9,76.6,False,1
True,1,True,0.929,False,True,0.654,False,True,False,0.74,13.3,0.958,0,0.976,0,0,0.618,82342566.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.135,79.3,0.0,89.9,44.4,False,0
True,16,True,0.933,False,True,0.814,False,True,False,0.816,5.9,0.656,3,0.926,1,42,0.936,145914841.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,89.6,0.0,79.8,96.7,False,0
True,1,True,0.935,False,True,0.655,False,True,True,0.935,17.3,0.723,7,0.978,0,0,0.863,60199328.0,True,True,False,0,0.0,False,False,0,False,False,0,0,3,0.224,89.7,0.0,81.5,41.7,False,0
True,1,True,0.97,False,True,0.87,False,True,True,0.937,8.7,0.804,1,0.771,0,0,0.792,31462428.0,True,False,True,3,37480292.0,False,False,0,False,False,0,0,0,0.0,76.6,25.0,85.5,58.2,False,0
True,2,True,0.922,False,False,0.056,False,True,True,0.891,12.7,0.806,3,0.834,0,0,0.886,160155876.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.326,83.6,0.0,86.9,44.7,False,1
True,6,True,0.922,True,True,0.889,False,True,False,0.822,10.2,0.898,1,0.912,0,0,0.89,41353544.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,88.5,0.0,85.1,78.6,False,1
True,5,True,0.888,False,False,0.0,False,True,False,0.819,4.8,0.913,2,0.984,0,0,0.775,16381575.0,True,False,False,0,0.0,False,False,0,False,False,0,0,3,0.17,88.2,0.0,83.4,56.8,False,1
True,6,True,0.766,False,False,0.0,False,True,True,0.57,13.9,0.891,2,0.991,0,0,0.907,14722745.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,93.0,0.0,82.5,76.9,False,1
True,14,True,0.796,False,True,0.862,False,True,False,0.614,16.2,0.727,3,0.892,0,0,0.922,53585306.0,True,True,False,0,0.0,False,False,0,False,False,0,0,3,0.097,87.9,0.0,83.1,80.6,False,1
True,12,True,0.451,False,True,0.794,False,True,False,0.776,11.8,0.818,3,0.867,0,0,0.835,307530550.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.016,83.3,0.0,71.1,85.6,False,0
True,0,True,0.563,False,True,0.918,False,False,False,0.546,13.1,0.705,6,0.872,0,0,0.601,102915341.0,False,True,False,0,0.0,False,False,1,False,False,0,0,3,0.051,72.8,28.0,70.1,42.9,False,0
True,3,True,0.718,False,False,0.0,False,True,True,0.807,11.5,0.933,0,0.785,2,10,0.822,156572861.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.153,73.2,0.0,78.2,57.0,False,1
True,12,True,0.75,False,True,1.0,True,True,False,0.981,4.8,0.699,5,0.909,3,35,0.844,8402906.0,True,False,False,0,0.0,True,True,0,False,False,0,0,0,0.0,79.7,15.0,67.6,91.9,False,0
False,8,True,0.836,False,True,0.744,False,True,False,0.854,15.0,0.811,4,0.928,1,23,0.702,29933812.0,True,False,False,0,0.0,True,True,0,False,False,0,0,3,0.031,77.6,15.0,84.4,73.3,True,0
True,6,True,0.787,False,True,0.978,True,True,False,0.507,10.9,0.69,5,0.779,2,20,1.0,174594786.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.161,81.0,0.0,76.4,73.0,False,0
True,15,True,0.763,False,False,0.007,False,True,False,0.76,14.4,0.737,4,0.906,0,0,0.798,11912981.0,True,False,False,0,0.0,True,False,0,False,False,0,0,0,0.0,83.4,25.0,74.6,92.5,False,0
True,0,True,0.778,False,True,0.73,False,True,True,0.835,19.3,0.846,2,0.825,1,32,0.75,17493070.0,True,False,False,0,0.0,False,False,2,False,False,0,0,2,0.263,73.4,36.0,75.5,38.6,False,0
True,3,True,0.804,False,True,0.969,True,True,False,0.887,5.6,0.628,9,0.841,1,13,0.74,15298926.0,False,True,False,0,0.0,True,False,0,False,False,0,0,2,0.257,76.1,25.0,76.7,50.5,False,0
True,7,True,0.772,False,False,0.07,False,True,True,0.796,8.7,0.807,4,0.765,1,29,0.704,19333027.0,True,False,True,2,25599272.0,False,False,1,True,False,0,0,3,0.143,69.8,53.0,74.6,65.8,False,0
True,14,True,0.876,True,False,0.018,False,True,False,0.916,9.0,0.767,4,0.767,0,0,0.836,37725579.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.218,78.3,0.0,76.4,85.0,False,0
True,4,False,0.905,False,True,0.809,False,False,False,0.574,9.5,0.79,2,0.823,0,0,0.827,104866833.0,False,True,False,0,0.0,False,False,0,False,False,0,0,1,0.35,80.9,0.0,58.3,59.4,True,0
True,19,True,0.882,False,False,0.033,False,False,False,0.637,17.3,0.652,4,1.0,0,0,0.979,104145653.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.07,96.2,0.0,75.9,86.4,False,1
True,3,True,0.869,False,True,0.967,True,False,False,0.612,16.2,0.667,3,0.996,0,0,0.902,34021953.0,False,True,False,0,0.0,False,False,0,False,False,0,0,3,0.218,92.6,0.0,83.7,48.8,False,0
True,14,True,0.853,False,True,0.832,False,True,False,0.797,16.4,0.866,0,0.87,0,0,0.51,25365184.0,False,True,False,0,0.0,True,True,0,False,False,0,0,1,0.31,68.1,15.0,84.5,82.0,False,0
True,7,True,0.756,False,True,0.848,False,False,False,0.732,15.1,0.861,1,0.999,0,0,0.779,23740491.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.436,87.5,0.0,84.6,62.8,False,1
True,1,True,0.824,False,True,0.909,False,True,True,0.915,6.1,0.808,6,1.0,0,0,0.82,20394504.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.169,90.9,0.0,82.9,49.2,False,1
True,1,True,0.679,False,False,0.0,False,False,False,0.559,20.6,0.736,3,0.742,1,11,0.911,53894248.0,False,True,False,0,0.0,False,False,0,False,False,0,0,0,0.0,75.9,0.0,75.2,59.1,False,0
True,17,True,0.887,True,True,0.955,True,True,False,0.811,11.7,0.884,0,0.676,0,0,0.918,21430449.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,76.5,0.0,90.2,93.5,False,1
True,14,False,0.818,False,True,0.875,False,False,False,0.607,13.9,0.844,2,0.851,2,29,0.797,122110985.0,True,True,False,0,0.0,False,False,0,False,False,0,0,2,0.161,75.4,0.0,56.8,84.4,True,0
True,12,True,0.549,False,True,0.912,False,True,False,0.751,18.6,0.734,9,0.968,1,37,0.681,181614614.0,False,True,False,0,0.0,False,False,2,True,False,0,0,2,0.202,78.3,36.0,63.6,84.1,False,1
True,16,True,0.745,False,True,0.513,False,False,False,0.536,14.3,0.911,1,0.951,0,0,0.915,45034224.0,False,True,False,0,0.0,False,False,0,False,False,0,0,2,0.194,91.1,0.0,87.7,81.9,False,1
True,5,True,0.678,False,False,0.0,False,True,False,0.889,8.5,0.826,4,0.778,1,6,0.916,12641202.0,True,False,False,0,0.0,False,False,0,False,False,0,0,1,0.079,80.1,0.0,75.7,66.6,False,0
True,3,True,0.807,False,True,0.79,False,True,False,0.878,3.0,0.886,2,0.876,1,31,0.706,6846142.0,True,False,False,0,0.0,True,False,0,False,False,0,0,2,0.364,77.0,25.0,87.0,46.5,False,0
True,10,True,0.567,False,False,0.0,False,True,True,0.904,10.8,0.734,2,0.897,1,29,0.683,7428028.0,True,False,False,0,0.0,False,False,0,False,False,0,0,0,0.0,75.8,0.0,71.3,91.7,False,0
